text,rating,sentiment,text_clean,label_indobert,label_mbert
verifikasinya sulitt nanti kalau sudah bisa kuedit 😀👐🏻,1,Negative,verifikasinya sulitt nanti kalau sudah bisa kuedit,Negative,Negative
"stuck di halaman login doang, dan itupun blank page. sangat sangat minus",1,Negative,stuck di halaman login doang dan itupun blank page sangat sangat minus,Negative,Negative
Aplikasi kentang gak bisa dipakeee,1,Negative,aplikasi kentang gak bisa dipakeee,Negative,Negative
aplikasi nya buruk mangkin update kok mangkin tolol aplikasi nya bukan mempermudah malah mempersilit,1,Negative,aplikasi nya buruk mangkin update kok mangkin tolol aplikasi nya bukan mempermudah malah mempersilit,Negative,Negative
good,5,Positive,good,Positive,Positive
"Heiii pejabat pajakkk kalian ini kerjanya apa sihh... jemput bola kek bikin aplikasi menyusahkan banget bukannya bikin mudah , Kita yang bayar pajak kita juga yang ribet anehhhh bintang satu supaya nyampai Pak Purbaya sidak turun cek semua pegawai pajak gimana kinerjanya ini amburasutt",1,Negative,heiii pejabat pajakkk kalian ini kerjanya apa sihh jemput bola kek bikin aplikasi menyusahkan banget bukannya bikin mudah kita yang bayar pajak kita juga yang ribet anehhhh bintang satu supaya nyampai pak purbaya sidak turun cek semua pegawai pajak gimana kinerjanya ini amburasutt,Negative,Negative
web idiot pulsa gw abis 20k cuma buat otp dan gabisa lanjut tombolnya,1,Negative,web idiot pulsa gw abis 20k cuma buat otp dan gabisa lanjut tombolnya,Negative,Negative
susah amat masuknya otp HP kagak d kirim kirim,1,Negative,susah amat masuknya otp hp kagak d kirim kirim,Negative,Negative
"aplikasi sampah, tidak membantu sama sekali.",1,Negative,aplikasi sampah tidak membantu sama sekali,Negative,Negative
"Sudah diperas dengan pajak, mau lapor pajak juga masih kena pajak SMS. Memang ini aplikasi dan instansinya menyusahkan saja. Mau lapor lewat web, harus login di apk. Mau login di apk, harus konfirmasi lewat laman online lagi. MENYUSAHKAN DAN MENYENGSARAKAN SAJA👎",1,Negative,sudah diperas dengan pajak mau lapor pajak juga masih kena pajak sms memang ini aplikasi dan instansinya menyusahkan saja mau lapor lewat web harus login di apk mau login di apk harus konfirmasi lewat laman online lagi menyusahkan dan menyengsarakan saja,Negative,Negative
"aplikasi cacat. sudak aktivasi coretax nunggu sms dan email tidak kunjung dikirim gimna mau login coretax?. percuma mau bayar pajak malah dipersulit. kalo dibiarin dikira tidak mau bayar pajak, apk aneh. ingat pemerintah kalian dibayar dari pajak kami ya. kenapa dipersulit",1,Negative,aplikasi cacat sudak aktivasi coretax nunggu sms dan email tidak kunjung dikirim gimna mau login coretax percuma mau bayar pajak malah dipersulit kalo dibiarin dikira tidak mau bayar pajak apk aneh ingat pemerintah kalian dibayar dari pajak kami ya kenapa dipersulit,Negative,Negative
Mau lapor pajak aja susah. Semua data sudah benar tp verifikasi gagal terus.,1,Negative,mau lapor pajak aja susah semua data sudah benar tp verifikasi gagal terus,Negative,Negative
"Kode OTP gak masuk masuk, pulsa juga sudah di isi tetap aja gak masuk. Aplikasi negara itu kenapa gak ada yang becus sih?",1,Negative,kode otp gak masuk masuk pulsa juga sudah di isi tetap aja gak masuk aplikasi negara itu kenapa gak ada yang becus sih,Negative,Negative
aplikasi cacat,1,Negative,aplikasi cacat,Negative,Negative
"bisanya cuma nguras pulsa ga jelas, g bisa registrasi. terus aj ngulang2 smp pulsa abis. bus00x",1,Negative,bisanya cuma nguras pulsa ga jelas g bisa registrasi terus aj ngulang2 smp pulsa abis bus00x,Negative,Negative
"Jujur makin gk jelas nih apk,,",1,Negative,jujur makin gk jelas nih apk,Negative,Negative
Aplikasi tolol.. mau login malah masuknya ke reset password trus.. gw jg herman..gw udah bayar pajak lewat perusahaan tp gw jg tetep harus lapor..,1,Negative,aplikasi tolol mau login malah masuknya ke reset password trus gw jg herman gw udah bayar pajak lewat perusahaan tp gw jg tetep harus lapor,Negative,Negative
kok bundeli bgt sihh. ni bikin aplikasi niat apa ngga?? klo ga ya ga usah bikin aplikasi,1,Negative,kok bundeli bgt sihh ni bikin aplikasi niat apa ngga klo ga ya ga usah bikin aplikasi,Negative,Negative
INI GIMANA SI CARA DAFTAR AKUNNYA BYK YAPPING AH,3,Neutral,ini gimana si cara daftar akunnya byk yapping ah,Neutral,Neutral
"Mending balik lagi metodenya ke tahun kemarin lebih enak. Sekarang kok ribet bener. Login udah berapa kali disuruh ganti sandi, verifikasi lewat no telepon atau email juga kagak ada Mulu. Tulisannya selalu aja ""kesalahan"".",1,Negative,mending balik lagi metodenya ke tahun kemarin lebih enak sekarang kok ribet bener login udah berapa kali disuruh ganti sandi verifikasi lewat no telepon atau email juga kagak ada mulu tulisannya selalu aja kesalahan,Negative,Negative
"ribet ni aplikasi login aja susah , kita yg kerja , kita yang bayar pajak , kita yang ribet",1,Negative,ribet ni aplikasi login aja susah kita yg kerja kita yang bayar pajak kita yang ribet,Negative,Negative
sampah,1,Negative,sampah,Negative,Negative
"kode verif ga masuk"" ke email ribet",1,Negative,kode verif ga masuk ke email ribet,Negative,Negative
"tak bisa login, aktivasi susah.. awas aja kena denda",1,Negative,tak bisa login aktivasi susah awas aja kena denda,Negative,Negative
gak guna,1,Negative,gak guna,Negative,Negative
bagus,5,Positive,bagus,Positive,Positive
aplikasi rusak masih di pake kaga di update heran,1,Negative,aplikasi rusak masih di pake kaga di update heran,Negative,Negative
"ngerepotin rakyat, keat",1,Negative,ngerepotin rakyat keat,Negative,Negative
bnyak x aturan mau login aja,1,Negative,bnyak x aturan mau login aja,Negative,Negative
Mantap,5,Positive,mantap,Positive,Positive
susah memang jadi warga negara yang baik. mau lapor pajak saja susahnya setengah mati. login tidak masuk masuk.,1,Negative,susah memang jadi warga negara yang baik mau lapor pajak saja susahnya setengah mati login tidak masuk masuk,Negative,Negative
apk kaya eek💩,1,Negative,apk kaya eek,Negative,Negative
Mau login aja susah mohon system segera di perbaiki,2,Negative,mau login aja susah mohon system segera di perbaiki,Negative,Negative
aplikasi yg sangat tidak membantu,1,Negative,aplikasi yg sangat tidak membantu,Negative,Negative
tolong min saya kesusahan membuat nya,1,Negative,tolong min saya kesusahan membuat nya,Negative,Negative
jelek semuanya,1,Negative,jelek semuanya,Negative,Negative
"Bayar pajak wajib Fasilitas gak d benerin,.. duit pajak kemana woii bukanya duitnya d pake ngembangin websitenya biar gampang d akses.. orang juga mikir2 ng ikhlasin bayar pajak",1,Negative,bayar pajak wajib fasilitas gak d benerin duit pajak kemana woii bukanya duitnya d pake ngembangin websitenya biar gampang d akses orang juga mikir2 ng ikhlasin bayar pajak,Negative,Negative
"delete Apk , error terus yang dipiara bikin ribet",1,Negative,delete apk error terus yang dipiara bikin ribet,Negative,Negative
"biadap memang, cari kerja sendiri giliran gajian suruh bayar pajak, suruh lapor , giliran mau lapor di persulit juga gak bisa bisa masuk ke akun,, harraaammmmm",1,Negative,biadap memang cari kerja sendiri giliran gajian suruh bayar pajak suruh lapor giliran mau lapor di persulit juga gak bisa bisa masuk ke akun harraaammmmm,Negative,Negative
"jelek , ambil foto selalu gagal , lalu mengulang dari awal nip tdk terdaftar. apakah sengaja dipersulit.",1,Negative,jelek ambil foto selalu gagal lalu mengulang dari awal nip tdk terdaftar apakah sengaja dipersulit,Negative,Negative
susah buat laporan,1,Negative,susah buat laporan,Negative,Negative
aplikasi sampah,1,Negative,aplikasi sampah,Negative,Negative
payah... erorr terus,1,Negative,payah erorr terus,Negative,Negative
pdhl udh swapfoto ko ellor ya saya sampe ngulang 3×pdhl udh mengikuti arahan,3,Neutral,pdhl udh swapfoto ko ellor ya saya sampe ngulang 3×pdhl udh mengikuti arahan,Neutral,Neutral
dulu lebih simpel,1,Negative,dulu lebih simpel,Negative,Negative
"ini gmn mau buat spt dr awal bulan sampai mau akhir maret gabisa"" di apk ini",1,Negative,ini gmn mau buat spt dr awal bulan sampai mau akhir maret gabisa di apk ini,Negative,Negative
ok,5,Positive,ok,Positive,Positive
repot sangat tidak membantu,1,Negative,repot sangat tidak membantu,Negative,Negative
not good lah,1,Negative,not good lah,Negative,Negative
"aplikasi tidak jelas, coba diperbaiki lah",1,Negative,aplikasi tidak jelas coba diperbaiki lah,Negative,Negative
"sistem buruk, cuma mau lapor pajak saja verifikasi data error terus",1,Negative,sistem buruk cuma mau lapor pajak saja verifikasi data error terus,Negative,Negative
ampas banget login aja susah,1,Negative,ampas banget login aja susah,Negative,Negative
ayo lah ini udah 2026 aplikasi masih aja busuk,1,Negative,ayo lah ini udah 2026 aplikasi masih aja busuk,Negative,Negative
aplikasi banyak bug,1,Negative,aplikasi banyak bug,Negative,Negative
"gimana sih ini aplikasi, mau aktivasi akun coretax juga susah banget masuk nya, laporan di wajibkan tapi proses sangat ribet.",1,Negative,gimana sih ini aplikasi mau aktivasi akun coretax juga susah banget masuk nya laporan di wajibkan tapi proses sangat ribet,Negative,Negative
"percuma diarahkan ke web juga. yg bikin app ini ga di potong pph, yg di suruh ribet yang byr pph.",1,Negative,percuma diarahkan ke web juga yg bikin app ini ga di potong pph yg di suruh ribet yang byr pph,Negative,Negative
busuk apk nya susah di akses error terus mau aktivasi aja susah,1,Negative,busuk apk nya susah di akses error terus mau aktivasi aja susah,Negative,Negative
susah bgt di pake ni apk nya😭,1,Negative,susah bgt di pake ni apk nya,Negative,Negative
kalo dialihkan ke coretax mending hapus aja dari play store 👎👎👎,1,Negative,kalo dialihkan ke coretax mending hapus aja dari play store,Negative,Negative
"aplikasi nggak jelas,situs logout mulu",1,Negative,aplikasi nggak jelas situs logout mulu,Negative,Negative
HP TIDAK KOMPATIBEL²...TERUS,2,Negative,hp tidak kompatibel terus,Negative,Negative
error mulu anj,1,Negative,error mulu anj,Negative,Negative
"payah bikin pusing, susah masuk",2,Negative,payah bikin pusing susah masuk,Negative,Negative
"sangat sulit untuk masuk , waktu verifikasi,ada saja yang kurang,error melulu",1,Negative,sangat sulit untuk masuk waktu verifikasi ada saja yang kurang error melulu,Negative,Negative
"aplikasi bikinan pemerintah pasti yg gini, gaptek tapi maksa",1,Negative,aplikasi bikinan pemerintah pasti yg gini gaptek tapi maksa,Negative,Negative
"aplikasi jelek parah, lapor pajak disusahin, yg butuh siapa yang ribet siapa",1,Negative,aplikasi jelek parah lapor pajak disusahin yg butuh siapa yang ribet siapa,Negative,Negative
low rate,1,Negative,low rate,Negative,Negative
gagal verifikasi,1,Negative,gagal verifikasi,Negative,Negative
Jelek,1,Negative,jelek,Negative,Negative
gagal aktivasi terus,1,Negative,gagal aktivasi terus,Negative,Negative
aktivasi akun cortex gagal Mulu padahal sudah centang hijau semua,1,Negative,aktivasi akun cortex gagal mulu padahal sudah centang hijau semua,Negative,Negative
"Terjadi kesalahan mulu, payah",1,Negative,terjadi kesalahan mulu payah,Negative,Negative
apk payah..,1,Negative,apk payah,Negative,Negative
"Sekalas app pemerintah kualitasnya begini? setelah ambil FOTO lalu submit, ada saja errornya, oh lupah ini kan konoha klo gk koropsi gk mgkn begini",1,Negative,sekalas app pemerintah kualitasnya begini setelah ambil foto lalu submit ada saja errornya oh lupah ini kan konoha klo gk koropsi gk mgkn begini,Negative,Negative
kalo blm mampu menjalankan sistem jngn malu bertanya. mo ikutin perkembangan jaman apl setiap login gagal. giliran buat akun NIK sudah terdaftar,1,Negative,kalo blm mampu menjalankan sistem jngn malu bertanya mo ikutin perkembangan jaman apl setiap login gagal giliran buat akun nik sudah terdaftar,Negative,Negative
"Aktivasi aplikasi paling susah di muka bumi, sudah isi pulsa kode OTP gk masuk, mau verifikasi muka error, ada lebih pajak masukin no rek gk bisa, apa sihhhh padahal harus lapor SPT",1,Negative,aktivasi aplikasi paling susah di muka bumi sudah isi pulsa kode otp gk masuk mau verifikasi muka error ada lebih pajak masukin no rek gk bisa apa sihhhh padahal harus lapor spt,Negative,Negative
"aplikasi tidak kompatibel dengan perangkat anda, aplikasi yg menyusahkan....",1,Negative,aplikasi tidak kompatibel dengan perangkat anda aplikasi yg menyusahkan,Negative,Negative
aplikasi jelek bnget,1,Negative,aplikasi jelek bnget,Negative,Negative
"mohon untuk diperbaiki lagi. sudah banyak komplain terkait aplikasi yang kualitasnya rendah tapi masih saja tidak diperbarui. untuk aktivasi akun saja sudah mengalami kesulitan luar biasa. setiap kali masukkan email dan no telp selalu salah, error padahal kita yang tau persis itu benar.",1,Negative,mohon untuk diperbaiki lagi sudah banyak komplain terkait aplikasi yang kualitasnya rendah tapi masih saja tidak diperbarui untuk aktivasi akun saja sudah mengalami kesulitan luar biasa setiap kali masukkan email dan no telp selalu salah error padahal kita yang tau persis itu benar,Negative,Negative
"ORANG MAU DI PAJAKI PUN DI PERSULIT, APLIKASI BANYAK MASALAH",1,Negative,orang mau di pajaki pun di persulit aplikasi banyak masalah,Negative,Negative
gak direktoratnga gak apk nya nyusahin rakyat aja,1,Negative,gak direktoratnga gak apk nya nyusahin rakyat aja,Negative,Negative
Hape saya tidak support dengan update ini. tolong support hape saya,2,Negative,hape saya tidak support dengan update ini tolong support hape saya,Negative,Negative
"percuma pake oline juga masih nyusahin,.buat verivikasi akun aja susah gagal terus gaya mau online tpi tetep nyusahin pengguna...",1,Negative,percuma pake oline juga masih nyusahin buat verivikasi akun aja susah gagal terus gaya mau online tpi tetep nyusahin pengguna,Negative,Negative
aplikasi tolol kebanyakan korupsi,1,Negative,aplikasi tolol kebanyakan korupsi,Negative,Negative
"kacau nih coretax gak bisa login terus, padahal batas waktu pelaporan sampai 31 maret, dah lah..",1,Negative,kacau nih coretax gak bisa login terus padahal batas waktu pelaporan sampai 31 maret dah lah,Negative,Negative
"kampungan, aplikasi haus foto dll,masa tiap di buka harus selfie wkwkwkwkw kenapaa tidak pakai sidak jari",1,Negative,kampungan aplikasi haus foto dll masa tiap di buka harus selfie wkwkwkwkw kenapaa tidak pakai sidak jari,Negative,Negative
aplikasi sangat busuk,1,Negative,aplikasi sangat busuk,Negative,Negative
ini gimana sih bikin aplikasi tolol banget login aja gak bisa mau bayar lapor tapi di persulit kok bisa sih kalian punya aplikasi sesampah ini.... masih bagusan flappy bird,1,Negative,ini gimana sih bikin aplikasi tolol banget login aja gak bisa mau bayar lapor tapi di persulit kok bisa sih kalian punya aplikasi sesampah ini masih bagusan flappy bird,Negative,Negative
gimana ini nunggu very mlah out sendiri parah🤣🤣🤣,1,Negative,gimana ini nunggu very mlah out sendiri parah,Negative,Negative
"susah amat ngisi alamat di website, ribet. bagusin lah apk kyk gini masih dipake. kasih petunjuk yg jelas !!! ngabisin pulsa aja....",1,Negative,susah amat ngisi alamat di website ribet bagusin lah apk kyk gini masih dipake kasih petunjuk yg jelas ngabisin pulsa aja,Negative,Negative
"sangat buruk, data log in sudah benar semua. tetapi giliran masuk keterangan selalu eror, sudah di ulang pluhan kali sampe bosan masih tetep aja eror. Tolong jangan di persulit , masih untung ada niatan laporan tahunan malah di persulit😮‍💨",1,Negative,sangat buruk data log in sudah benar semua tetapi giliran masuk keterangan selalu eror sudah di ulang pluhan kali sampe bosan masih tetep aja eror tolong jangan di persulit masih untung ada niatan laporan tahunan malah di persulit,Negative,Negative
