ï»¿text,rating,sentiment,clean_text
gK bisa membantu pelaporan ribet kalo mesti ke kantor pajak gak guna aplikasi ini,1,Negative,bantu lapor ribet kalo mesti kantor pajak gak aplikasi
terlalu lama proses masuk akun ...dan selalu di tolak karena kebanyakan memasukan akun,1,Negative,proses masuk akun tolak banyak pasu akun
"verifikasi email aja terus,aplikasi pajak kok susah di akses",1,Negative,verifikasi email terusaplikasi pajak susah akses
"ga bisa dibuka, padahal udah buat",1,Negative,buka udah
aplikasi abal2 gini ya berbelit nggak simpel buat apa pemerintah banyak aplikasi tapi kok ribet semua ya,1,Negative,aplikasi abal gin ya belit simpel perintah aplikasi ribet ya
apk ga jelas,1,Negative,apk
"niat tidak sih bikin aplikasi, mau login aja susah banget, error terus, mau bayar denda aja kaga jelas instruksinya kaya gimana, ampun dah aplikasi pemerintah parah banget.",1,Negative,niat sih bikin aplikasi login susah banget error bayar denda kaga instruksi kaya gimana ampun dah aplikasi perintah parah banget
ok,5,Positive,ok
aplikasi buruk,1,Negative,aplikasi buruk
mantap,5,Positive,mantap
"aplikasi sampah, website nya pun juga sampah",1,Negative,aplikasi sampah website nya sampah
"Gak ada daftar masuk akun tapi langsung login, minta EFIN gak da respon ( error )",1,Negative,gak daftar masuk akun langsung login efin gak da respon error
permohonan aktifasi efin belum bisa untuk NPWP sama dengan Nik appnya belum update,2,Negative,mohon aktifasi efin npwp nik appnya update
"aplikasinya kok gajelas ya, saya sudah masukkan kode verif dari email 10 kali lebih tapi tulisannya salah terus, gimana sih cara loginnya",1,Negative,aplikasi gajelas ya masuk kode verif email kali tulis salah gimana sih loginnya
ribet ngisi spt,4,Positive,ribet ngisi spt
kecewa di jaman sekarang mau minta nomer EFIN harus ke kantor tidak bisa lewat online,1,Negative,kecewa jaman nomer efin kantor online
mantaps,1,Negative,mantaps
Aplikasi yg sangat beebelit-belit mau daftar npwp aja ruwetnya kebangetan,1,Negative,aplikasi beebelitbelit daftar npwp ruwet banget
kecewa dengan pengalaman nya kok di tunggu notifikasi dari verifikasi nomor gak ada sama sekali lama lagi,1,Negative,kecewa alam nya tunggu notifikasi verifikasi nomor gak
Penambah stress,1,Negative,tambah stress
"Aplikasi nya super parah, , habisin pulsa buat kirim kode OTP saja, buat npwp gakbisa upload foto, PARAH.",1,Negative,aplikasi nya super parah habisin pulsa kirim kode otp npwp gakbisa upload foto parah
"mau log in aja susah, katanya akun sudah ada, tp saya blum pernah bikin, dan lg pas mau kata sandi disuruh masukin nomor hp dan email yg terdaftar, tp yang daftarin ngg tau siapa ngasal... hah ini kekny ada yg hack data saya y",1,Negative,log in susah akun tp blum bikin lg pas sandi suruh masukin nomor hp email daftar tp daftarin ngg tau ngasal hah kekny hack data y
"mau lihat NPWP aja ribet,mau bayar pajak ribet,apa2 dibuat ribet alias mulek...aplikasi ruwet...indonesia gelap gulita,aplikasi pemerintah kok kayak gini buat daftar saja gak bisa,di indonesia banyak orang pintar tp pintar itu...tau sendirikan?!",1,Negative,lihat npwp ribetmau bayar pajak ribetapa ribet alias mulekaplikasi ruwetindonesia gelap gulitaaplikasi perintah kayak gin daftar gak bisadi indonesia orang pintar tp pintar itutau sendiri
Duh maaf ini aplikasi benerÂ² gk jelas,1,Negative,duh maaf aplikasi bener
Kok aplikasinya kek gini si.,3,Neutral,aplikasi kek gin si
gak jelas aplikasi,1,Negative,gak aplikasi
lupa FFIN pas verifikasi lewat email kok bukan email saya yng terdaftar,5,Positive,lupa ffin pas verifikasi email email yng daftar
"PERBAIKI WEBNYA LAH.. MASA SEKELAS PEMERINTAH WEB NYA AMBURADUL PARAH.. SAMPE HABIS PULSA GW BERULANG ULANG GAGAL TERUS, DATA GA KESIMPEN HARUS MULAI DARI AWAL LAGI.. KOK ""PINTERNYA"" MINTA AMPUN BGT ð­ MAU FOTO KETERANGANNYA HARUS DIBAWAH 300KB, GILA KECIL AMAT.. PDHL UDAH FOTO PAKE FITUR KAMERA DI WEBNYA.. KOK BISA FITUR YG DIBIKIN SENDIRI MALAH GA KOMPATIBEL SAMA SISTEMNYA SENDIRI, KOCAK BET ð­ BUBAR DEH BUBAR KALO GA BECUS",1,Negative,baik webnya kelas perintah web nya amburadul parah sampe habis pulsa gw ulang ulang gagal data kesimpen pinternya ampun banget foto terang bawah kb gila pdhl udah foto pake fitur kamera webnya fitur bikin kompatibel sistem kocak bet bubar deh bubar kalo becus
kok kirim verifikasi kode telepon aja lama banget,1,Negative,kirim verifikasi kode telepon banget
"kau, Orang buat pajak aja kau persulit ya",1,Negative,kau orang pajak kau sulit ya
memprihatinkan sekali sekelas website pemerintah selelet ini,1,Negative,prihatin kelas website perintah lelet
"lupa password tidak bisa di reset ulang ,kacau",1,Negative,lupa password reset ulang kacau
aplikasi terbobrok yang pernah saya buka,1,Negative,aplikasi bobrok buka
sangat buruk,1,Negative,buruk
ribettt bet ngurus ny wkwk perbaiki sistem pak/bu jgn makan gaji doang,1,Negative,ribettt bet ngurus ny wkwk baik sistem pakbu jgn makan gaji doang
Excelence,5,Positive,excelence
bagus,5,Positive,bagus
gimana sih pemerintah itu tidak bisa di andalkan bayar pajak aja ribet,1,Negative,gimana sih perintah andal bayar pajak ribet
aplikasi ini jelek sekali lambat jangan percaya orang-orang cht dari Wa,1,Negative,aplikasi jelek lambat percaya orangorang cht wa
kalo bikin aplikasi gak usah bikin orang mau Ampe gila gara gara ngelag nya.,2,Negative,kalo bikin aplikasi gak bikin orang ampe gila gara gara ngelag nya
tidak bisa ber word word... ni aplikasi sangat membantu memancing emosi,1,Negative,ber word word ni aplikasi bantu pancing emosi
"ngaduin keluhan email ga ada solusi,tau2 pas lg sesi chat ngilang tu aja smua chat",2,Negative,ngaduin keluh email solusitau pas lg sesi chat ngilang tu smua chat
niat bikin aplikasi tidak.? jadi aparat negara sudah dibayar tapi kerja.nya gk bisa di andalkan..,1,Negative,niat bikin aplikasi aparat negara bayar kerja andal
aplikasi tidak berguna,1,Negative,aplikasi guna
mantaaaap,5,Positive,mantaaaap
"apk busuk, verifikasi lama",1,Negative,apk busuk verifikasi
"ga bisa login dong, pdhl lewat web bener . masuk lewat apk ini malah username sama pw salah terus ð¿",1,Negative,login pdhl web bener masuk apk username pw salah
"aplikasi gak guna, habis pulsa dibuat Nya bukannya membantu malah mempersulit",1,Negative,aplikasi gak habis pulsa nya bantu sulit
"daftar online, masa hapus npwp harus datang ke tempatnya mana jauh , tolong adakan hapus npwp via online juga",2,Negative,daftar online hapus npwp tempat tolong adakan hapus npwp via online
app nya ga bisa sama sekali dibuka.. tolong di perbaiki,1,Negative,app nya buka tolong baik
"Mau dattar akun (login) aja ribet, harus ada ini itu. ððð",1,Negative,dattar akun login ribet
saya sudah daftar melalui web tapi saat akan login di aplikasi NPWP tidak terdaftar?,1,Negative,daftar web login aplikasi npwp daftar
sangat baik..,5,Positive,
padahall semua data bner tapi masi eror hadehh,1,Negative,padahall data bner mas eror hadehh
aplikasi.. siliiiiit !!? sangat membagongkan gak berguna sma s kali.,1,Negative,aplikasi siliiiiit bagong gak guna sma s kali
maaf bintang 1. login aja susah banget. sesi wkt berakhir terus (error). tau siapa yg error.,1,Negative,maaf bintang login susah banget sesi wkt error tau error
"masukkan password error terus menerus, padahal pasword benar, kacau amat ya ga bisa login login",1,Negative,masuk password error terus pasword kacau ya login login
burik mau masuk ga bisa bisa payah,1,Negative,burik masuk payah
aplikasi bikin stresss,1,Negative,aplikasi bikin stresss
AOK GK GUNA MAU DAFTAR NPWP MINTA NO HP TAPI GK NGIRIM KODE..,1,Negative,aok daftar npwp no hp ngirim kode
"tidak berguna, mahal doang jelek apkny",1,Negative,guna mahal doang jelek apkny
"coretax tidak terlalu mantap, dulu nya mudah daftar online jaman akun Ereg.djp, sekrng susah loading sampai membuat keringatan besar ibu jari",1,Negative,coretax mantap nya mudah daftar online jaman akun eregdjp sekrng susah loading keringat jari
buruk sekali.sekelas negara bikin aplikasi kok seperti ini. verivikasi lama pas selesai tidak bisa dikirimð. suruh bayar pajak lah bikin akunya aja susah,1,Negative,buruk sekalisekelas negara bikin aplikasi verivikasi pas selesai kirim suruh bayar pajak bikin aku susah
good,5,Positive,good
ribet dan menyusah kan pengguna,1,Negative,ribet susah guna
"tidak bisa dibuka,",1,Negative,buka
Sangat Bagus,5,Positive,bagus
yang bener aja ini aplikasi gangguan mulu,1,Negative,bener aplikasi ganggu mulu
"Yakali ga ada duit buat benerin aplikasi begini, padahal pajak yang diambil dari rakyat udah banyak, upss ... Yang penting duit tarikan lancar kan? ya kali duitnya dipake buat kepentingan rakyat ?",1,Negative,yakali duit benerin aplikasi pajak ambil rakyat udah upss duit tari lancar ya kali duit dipake penting rakyat
"makanya kalau bikin web, aplikasi apapun itu yg sifatnya pelayanan publik. dana nya di pakai semua buat peruntukannya biar bagus aplikasinya ga lelet",1,Negative,bikin web aplikasi apa sifat layan publik dana nya pakai untuk biar bagus aplikasi lelet
Parahhh lah mau login aja susah bner,1,Negative,parahhh login susah bner
tambahkan fitur download npwp dalam bentuk pdf dan jpg,5,Positive,tambah fitur download npwp bentuk pdf jpg
"Masa login salah terus, padahal user & password-nya udah sesuai!",1,Negative,login salah user passwordnya udah sesuai
"aplikasinya sudah bagus, namun untuk mendapatkan efin, nomer NPWP nya masih 15 digit, padahal di tahun ini yang baru buat NPWP, nomernya ada 16 digit, jadi tidak bisa di masukkan nomor nya",1,Negative,aplikasi bagus efin nomer npwp nya digit npwp nomernya digit masuk nomor nya
"Sesi telah berakhir, log in ulang dengan user name dan password yg benar tp selalu sesi telah berakhir daaaannnn seperti itu terus.. Serius ini gaji saya dipotong hampir rata rata lebih dari 1 juta tiap bulan tapi dengan layanan aplikasi resmi dirjen pajak milik pemerintah seperti ini? #SAVE RAJA AMPAT",1,Negative,sesi log in ulang user name password tp sesi daaaannnn serius gaji potong juta layan aplikasi resmi dirjen pajak milik perintah save raja ampat
satu bintang dulu soalnya belum tau bagus apa tidak nya,1,Negative,bintang tau bagus nya
"kaga jelas aplikasi kaga jelas , ribet bngt bikin npwp doangan .",1,Negative,kaga aplikasi kaga ribet bngt bikin npwp doang
baru masukkan NPWP udah salah..apalagi kurg 1 angka GK ke baca padahal ku paste,1,Negative,masuk npwp udah salahapalagi kurg angka baca ku paste
oke,5,Positive,oke
"Ganti coretax donk, ini M-Pajak masih memisahkan NIK dg NPWP",3,Neutral,ganti coretax donk mpajak pisah nik dg npwp
log in error terus. tidak ada perbaikan.,1,Negative,log in error baik
Aplikasi tidak berguna. Minta Otp djponline yang muncul malah terjadi kesalahan,1,Negative,aplikasi guna otp djponline muncul salah
"kenapa eror terus, saya udah berapa kali ngulang, dan 1 kali udah tahap konfirmasi tapi loadingnya nya lama, tolong mohon diperbaiki",1,Negative,eror udah kali ngulang kali udah tahap konfirmasi loadingnya nya tolong mohon baik
anggaran buat perbaikan aplikasi busuk ini gak ada kah? ya gini kalau server warnet pedalaman dipake,1,Negative,anggar baik aplikasi busuk gak kah ya gin server warnet dalam dipake
Aplikasi ga guna. intinya isi aplikasi ini cuma info datangi kantor pahak terdekat. ð¤£ð¤£ð¤£ lalu apa gunanya buat aplikasi online kocak. ð¤£ð¤£ð¤£,1,Negative,aplikasi inti isi aplikasi info datang kantor pahak dekat guna aplikasi online kocak
AWAS APLIKASI SINDIKAT PENIPUAN,1,Negative,awas aplikasi sindikat tipu
di perbaiki lagi,3,Neutral,baik
"aplikasi busuk. mau bayar pajak aja ribetnya persyaratannya ribet banget handphone model SMS yg aktif, udah ga jaman pake SMS. pake wa lah . tolll banget ygbikin persyaratan,",1,Negative,aplikasi busuk bayar pajak ribetnya syarat ribet banget handphone model sms aktif udah jaman pake sms pake wa tolll banget ygbikin syarat
ga niat bikin server,1,Negative,niat bikin server
aplikasi gajelas semua udah sesuai isinya tetep aja salah terus dasar aneh,1,Negative,aplikasi gajelas udah sesuai isi tetep salah dasar aneh
apk parahhhh bngt,1,Negative,apk parahhhh bngt
Tdk berfungsi dgn baik.,1,Negative,tdk fungsi dgn
kesel banget udh beberapa kali login gagal padahal password sama NPWP udh puluhan ribu kali di cek sama tapi ttp ga bisa login,1,Negative,kesel banget udh kali login gagal password npwp udh puluh ribu kali cek ttp login
pengurus efin semakin baik dan semakin cepat. kualitas aplikasi meningkat dari versi sebelumnya. semoga saja semakin baik kedepannya. tampilan juga semakin responsif dan bagus.,5,Positive,urus efin cepat kualitas aplikasi tingkat versi moga depan tampil responsif bagus
"jika lagi log in akun user name dan sandi yang di minta sudah betul,hanya kode verifikasi nya tak konek dengan Gmail sesuai akun google yang di gunakan.",2,Negative,log in akun user name sandi betulhanya kode verifikasi nya konek gmail sesuai akun google
"aplikasi pemerintah dengan anggaran selangit, tapi kualitas kalah sama aplikasi judol, lari kemana itu duit anggaran?",1,Negative,aplikasi perintah anggar langit kualitas kalah aplikasi judol lari mana duit anggar
padahal untuk login sudah menggunakan npwp dan password yang di berikan dari email resmi m pajak tapi pas login gabisa,1,Negative,login npwp password email resmi m pajak pas login gabisa
GX bisa login,1,Negative,gx login
"sesi berakhir terus, harus login ulang padahal belum 1 menit",1,Negative,sesi login ulang menit
aku udh bisa dapat no efin mempermudah sekali mendapatkan no efin nya tanpa kita harus ke kantor pajak dulu . dan tinggal laporin dari online,5,Positive,udh no efin mudah no efin nya kantor pajak tinggal laporin online
aplikasi tolol..GK bisa di gunakan..error mulu,1,Negative,aplikasi tololgk gunakanerror mulu
paling ribet ini buat npwp online,1,Negative,ribet npwp online
"tambah garai emosi,payah",1,Negative,garai emosipayah
EMANG ORANG PEMERINTAH KERJA PADA KAGAK BECUS,1,Negative,emang orang perintah kerja kagak becus
sangat membantu ð lanjutkan....!!!,5,Positive,bantu lanjut
aplikasi kurang berguna gak bisa buat npwp secara online mana sering macet jaringan bagus tapi setiap buka aplikasi ini gagal teris dan eror tolong cepat di perbaiki saya mau kerja terhalang sama aplikasi ini,1,Negative,aplikasi guna gak npwp online macet jaring bagus buka aplikasi gagal ter eror tolong cepat baik kerja halang aplikasi
apk jelek,1,Negative,apk jelek
"Daftarnya Sulit, padahal sudah mengisi Data dengan Benar",1,Negative,daftar sulit isi data
ok,4,Positive,ok
bagus,4,Positive,bagus
"tolong jangan dipersulit bagi yg lupa efin, cukup kirim email aktivasi ulang, gak perlu repot2 ke kpp terdekat, buang2 waktu.",1,Negative,tolong sulit lupa efin kirim email aktivasi ulang gak repot kpp dekat buang
aplikasi tidak bisa digunakan,2,Negative,aplikasi
Kadang orng tidak paham memakai apk ini,5,Positive,kadang orng paham pakai apk
Aplikasi rusak,1,Negative,aplikasi rusak
ada scam nya. hati hati kena hack dan iklan,1,Negative,scam nya hati hati kena hack iklan
sangat membantu sekali.,5,Positive,bantu
bgus pelyaany,5,Positive,bgus pelyaany
aplikasi aneh,1,Negative,aplikasi aneh
"astaga untuk pengajuan lupa EFIN aja lama kali, masa terus terusan eror, tadi udah 10% gagal lagi",2,Negative,astaga aju lupa efin kali terus eror udah gagal
ko login error knpa ya?,2,Negative,ko login error knpa ya
bagus,5,Positive,bagus
pelayanan jeles sekali ga bisa kasih solusi,1,Negative,layan jeles kasih solusi
gajelas appnya,1,Negative,gajelas appnya
saya kurang mengerti dan memahami bagaimana penggunaan aplikasi ini...sering dapat telp mengatasnamakan Ditjen pajak...dengan berbagai alasan masalah bla-bla-bla...ð,2,Negative,erti paham guna aplikasi inisering telp mengatasnamakan ditjen pajakdengan alas blablabla
ribet,1,Negative,ribet
Gak guna !!!,1,Negative,gak
"sa kesal sekali, buat NPWP jadi susah semenjak jadi cortax. verif 2 hari 2 malam. bodoh sekali",1,Negative,sa kesal npwp susah semenjak cortax verif malam bodoh
"jangan nerima duit setoran pajak aja, perbaiki system web/aplikasinya. jaman digital masih lemot aja. verifikasi data sampai numpuk code otp. alhasil tidak bisa di masukkan.",1,Negative,nerima duit setor pajak baik system webaplikasinya jaman digital lot verifikasi data numpuk code otp alhasil masuk
aneh kita yang bayar pajak kita yang laporan. dan mau laporan pun sulit dapat datanya.,1,Negative,aneh bayar pajak lapor lapor sulit data
masuk ke dalam app saja nggak bisa. hanya halaman depannya saja yang terbuka,1,Negative,masuk app halaman depan buka
aplikasi kont (sangat bagus),1,Negative,aplikasi kont bagus
gk berfungsi apk kelas negeri ini,1,Negative,fungsi apk kelas negeri
"aplikasi lambat minta kode verifikasi ga masuk"" ke email. ga jelas",1,Negative,aplikasi lambat kode verifikasi masuk email
