text;rating;sentiment
nge stuck di verifikasi nomor. kata yutub harus ada pulsa 5rebu tetep ae gada hasil. niat bgt bikin org emosi;1;Negative
biar bintng yang berbicara;1;Negative
aplikasi gak jelas padahal punya pemerintah masa kaya gini buat aktivasi akun aja susahnya minta ampun ada aja yang eror. dulu udah bisa login enak sekarang malah ditambah coretax sialan bikin mudah kagak malah suruh aktivasi lagi. dimana mana pemerintah diksih uang pajak buat aplikasi yang nggak usah bagus bagus lah asal fungsinya jelas bisa dipakek apalah dikit dikit eror namanya apa gabisa dipake.;1;Negative
login susah mau bayar di persulit untuk loginya ampun dahh , internet lancar juga tetap ngk bisa masuk mau dsuruh lapor pajak tapi di persulit;1;Negative
masih gak ngebantu sama sekali aplikasi baru ini. hadeuh nyusahin yang mau laporan! biar kena denda kah?;1;Negative
mau login gak bisa,, emang bener stop bajar pajak,, sekelas aplikasi pemerintahan aja gajelas, kalah sama aplikasi judol dan pinjol,,;1;Negative
ngk bisa di pakai;1;Negative
ga guna.. ga bisa login..;1;Negative
aplikasi sampah.suruh lapor pajak aja susah minta ampun mau login. payah;1;Negative
gk jelas, login susah;1;Negative
Aplikasi paling parah.. lemot..Gak guna. Rampok terstruktur dan dilindungi;1;Negative
Narik uang gaji gercep sekali, giliran mau login aplikasi sulit sekali, kocak;1;Negative
aplikasi gagal;1;Negative
aplikasi buruk mau login aja susah .;1;Negative
aplikasinya sama aja websitenya di buka kalao sudah nyampe e billing dan ketika salah pembetulan juga susah .;1;Negative
aplikasi gak jelas masak udah punya akun coretax mau aktifasi lagi ngak bisa udah berap kali dicoba login juga gak bisa padahal nik sama pasword udah bener hadehh tolong diperbaiki apk;1;Negative
susah amat mau login sat;1;Negative
m pajak semakin di permudah. terimakasih pajak;5;Positive
susah banget verifikasi otp pake no HP;1;Negative
aplikasi sampah!!! mau login aja dipersulit, mau ganti email sama no hp aja sulit . mau login kendala jaringan tidak terhubung ke internet. susah banget mau lapor pajak aja. giliran gk lapor koar-koar . solusi jga gk ada . percuma bikin aplikasi tpi gk bisa dipake;1;Negative
apk gilaaa, parahh pajak kan banyak duit tuh, bikin aplikasi yang bagus aja ga mampu intinya mau di website atau dr apk ini, error semua cs yg di website jg ga guna ni nulis ulasan jg pasti ga dibaca, percuma ada apk gini, mau login aja bermasalah;1;Negative
katanya wajib lapor pajak, kalo GX lapor kena denda 100 RB pas mau lapor d persulit oleh pin dan kata sandi yg beganda konspirasi macam apa ini;1;Negative
"Tolong diupdate dan di upgrade lagi website & apk pajaknya ya, mau daftar NPWP secara Online kok dipersulit. Gk masuk"" kode verifikasi melalui nomor HP. Padahal No HP aktif & terhubung WA.";1;Negative
bayar dan laporan pajak dikejar2, giliran mau urus bukti SPT lewat app, busuk. negara macam apa ini;1;Negative
ga bisa login ,bolak balik gagal;2;Negative
aplikasi ga jelas, tombol efin tidak ada, iuran gaji lo pada aja kita dibuat ribet;1;Negative
kami udh bayar pajak, gaji dipotong pajak bahkan sebelum terima gaji nya, tapi masih harus download2 aplikasi ginian ckckck;1;Negative
busuk mempersulit anggaran doang gede. gagal berkali kali aktivasi email pdhl udh bener thun kmarin bisaa skrang malah kaga bisa.;1;Negative
kenapa tak bisa lapor spt melalui aplikasi ini???;2;Negative
ruwet, gajelas;1;Negative
Dikembangkan lagi aplikasinya, ganti nomor hp dan wa harusnya ngga perlu login coretax... bgmn mau login klo no hp sdh tdk aktif dan email lupa password...;1;Negative
Aplikasi kontoll;1;Negative
kagak jelas email sama no bener tapi email failed terus kagak jelas;1;Negative
aplikasi apa si bng gini amat susah buat login, pemerintah bisa ga si buat aplikasi yg bener;1;Negative
baik utk digunakan;5;Positive
lupa kata sandi, tapi ga bsa terus. dengan uang srbnyak itu kualitas web kalian sangat menyedihkan;1;Negative
sulit untuk dipahami, banyak yang bingung, untuk pendaftaran spt nya gagal terus;1;Negative
Aplikasi rusak,anggaran untuk aplikasi aja mahal;1;Negative
ampas high untech untech a sync...;1;Negative
sudah terdaftar login susah, masuk coretax tetap gabisa padahal terdaftar;1;Negative
hapus aja apk nya masa klarifikasi nomor gak masuk masuk, delay ribet lagi;1;Negative
bagaimana ini login tidak bisa pdahal udh benerr, susah login sampe skrng tidak bisa login, bagaimana ini apk pemerintah Indonesia begini, dpat rating jelek;1;Negative
kenapa selalu diminta logout terus? aku ga bisa lapor spt. tiap tahun sudah rutin lapor pajak online. baru sekarang ga bisa. ruwet. ternyata site under construction. kapan jadinya?;1;Negative
sangat mempersulit lapor pajak;1;Negative
👍;3;Neutral
APLIKASI APAAN INI MAU LAPOR SPT AJA GAK ADA FITURNYA AMPAS!;1;Negative
kan pas bikin pajak awal nya harus pake NIK KTP , kenapa ga sekalian di padanin aja , biar simple .. kita bayar pajak , harus kita juga yg repot lapor apa yg sidah kita bayar .. terus kerja nya orang pajak ngapain aja jadi nya .. makan gaji buta ?? kalo ada yg susah , buat apa yg mudah .. blogg;1;Negative
susah login;1;Negative
Buruk dalam laporan SPT Web Cortex gak bisa nambah akun rekening bank , Kalau mau ke KPP ogah ketemu pegawai katrok galak pulak;1;Negative
aplikasi kaga jelass;1;Negative
sistem nya benerin dlu lah login aja susah gmna rakyat mau patuh pajak, ini malah mempersulit, jangan salahin kami rakyat ya KLO tidak patuh , karna ini kesalahan kalian mruni ngk becuss;1;Negative
login tdk bisa terus. ubah kata sandi juga tdk bisa.;1;Negative
pantes kasih bintang satu, login susah sekali selalu time out ...;1;Negative
gimana mau lapor SPT tahunan kalo mau login aja susahnya minta ampun + ribet;1;Negative
rese banget mau lakukan pembetulan sja kagak bisa padahal cm salah kurang input;2;Negative
aplikasi error, website tak beres, diminta bikin password pas udh bikin, udh memenuhi ketentuan masi saja tertulis pola password tidak sesuai, pas mau login,halaman website error terus. entah apa apa yang diminta, org mau urus pajak jadi susah, udh kita yang bayar, kita yang urus sendiri lagi udah itu error error lagi, aplikasi tak beres, website tak beres, semua tak beres. lucu sekali;1;Negative
tiba-tiba sertifikat digital hilang,padahal berlaku masa nya masih panjang,apk ga jelas;1;Negative
Aplikasinya eror. NPWP,NIK, EMAIL dah bener malah coba lagi. tolong perbaiki dan permudah wajib pajak kalau mau rakyat taat pajak;1;Negative
orang di suruh lapor pajak malah di persulit;1;Negative
aplikasi nya nihil banget, buat apa bikin aplikasi kaya ginih kalau gak bisa di gunain,.;1;Negative
busuk bgt;1;Negative
aplikasi tersampah yang pernah ada!!!!;1;Negative
Saat akan melaporkan SPT tahun 2025 dan akan finish laporan. Tiba-tiba signalnya ngelag. sepertinya sengaja di buat begitu oleh sistem DJP. dan akhirnya Rakyat tetap susah Buat SPT Tahunan secara Pribadi. Parah;1;Negative
Ribet bgt sih, buat login susah banget karena lupa sandi. sudah di klik lupa sandi verifikasi pake email sama nomor HP gak masuk kan bangke.;1;Negative
kenapa sih nomor telponya gak terbaca, klo nomor telpon di ganti, seharusnya di aplikasi ada opsi untuk ganti nomor telpon.. kirain pakai aplikasi udah gak ribet, malah semakin ribet..;1;Negative
lapor aja makin ribet caranya, ga kaya yang e-Filling dulu, berbelit2;3;Neutral
apk ngk guna error mulu abisin angaran aja lu.kita yg bayar pajak kita yg bikin laporan pajak harusnya kita yg bayar pemerintah yg bikinin laporan pembayaran kita dengan nik ktp semua aset kita udah bisa diketahui sama pemerintah eh kita pula yg harus lapor mulu tiap tahun pakai error mulu lagi msk cortexnya;1;Negative
MAU LAPOR SPT AJA SUSAH GILIRAN GA LAPOR DI DENDA APLIKASI SAMPAH.. DANA MAHAL-MAHAL HASIL KAYA GINI;1;Negative
ngga gunaa, aplikasinya menyulitkan banyak ngelagnya juga nihh aplikasi lalot, tolonglah kalau bikin aplikasi yang bener trus minta verifikasi nomor hp, tapi nomornya yg lama gmna sihh;1;Negative
error terus;1;Negative
sampah;1;Negative
persulit terus uda semua apa2 butuh npwp giliran di daftar di persulit tolong di perbaiki kualitas regristrasi lewat sms nya gak masuk2 kode otp nya;1;Negative
aplikasi kaya sengaja dipersulit sedangkan kita diwajibkan lapor pajak;1;Negative
ruwet dan pusing;2;Negative
ID server salah mulu, sebesar perpajakan aplikasi ajja error mulu. Ngga malu sm gaji dan tunjangan yg paling besar asn se Indonesia??;1;Negative
Terima kasih;5;Positive
Terimakasih;5;Positive
mempersulit, coretax nda guna, nda bisa login;1;Negative
Aplikasi apa ini. Eror mulu. Padahal mau ngasi duit buat negera.;1;Negative
sangat membantu utk pelaporan pajak dan sebagainya;5;Positive
udh di suruh laporan, pas mau laporan di cek udh seminggu masih perbaikan terus;1;Negative
belum di-update apknya belum tak bisa login;1;Negative
Aplikasi paling payah, lelet banget dan tampilan antarmuka nya jelek, di tambah verifikasi nomor telepon nya lama banget dan gagal terus. Duit Pajaknya gede tapi bikin layanan nya kek gini;1;Negative
aplikasi tolol udah masukan data lengkap login gagal terus kita yang bayar kita juga yang repot;1;Negative
apk begini masi di pake, jelek banget , fiturnya tidak lengkap, login susah, padahal sandi sudah betul dan lain lain, pas di inputnya eror truss, malah email-nya tidak di konfigurasi katanyaa. pas mau aktivasi udah jelass email-nya tertera dan email yg sama aku pake buat login malah tidak bisa, kesediaan cs nya juga tidak ada. apk rendah banget ya, buat pajak , pajakkk tapi di korup aja tuhh modal kembangkan apk gini kagak bisa bisa haduhh, bukanya juga tingkatkan pelayanan malah bobrok,;1;Negative
aplikasi tidak mendukung sama sekali, saat upload selesai giliran step terakhir gagal mengirim permintaan, kita mau lapor pajak apakah harus antri lagi di kntor pajak. mau jadi warga yang taat pajak saja susahnya minta ampun.;1;Negative
mantap;5;Positive
gaje;1;Negative
kenapa hrs pindah ke cortax,? kalo mau di pindah ya di permudah sistemnya ini malah udah masukin data email yg sesuai dan sudah konfrimasi ke kring pajak kalo emailnya sudah benar, pas di masukin ke cortax nya malah di bilangnya tidak sesuai, dan ujung ujung nya suruh ke kantor pajak😌;1;Negative
Emaill berubah padahal tidak pernah ganti2 email, Coba orang pajak Jemput bola ke Pabrik2 ke perusahan2 saya yakin banyak yg terkendala;1;Negative
aplikasi ga jelas;1;Negative
keseringan error..;1;Negative
Ndak masok blass;1;Negative
bisa ndk sih, swafoto swafoto itu kita bisa balik kameranya supaya lebih mudah digunakan!!!!!!!! ngerepotin banget!!!!!!!;1;Negative
"taii Giliran mau tertib pajak, Aplikasi Online dbuat tapi akses Selalu gagal, hadeh... Berbasis Kerja Online sekelas Instansi pmerintah Justru server Akses nya buruk,,, Jgn mnuntut pajak dan pajak minimal rapikan genahkan akses Online nya.. secara semua org tidak bisa disamakan waktu sibuknya,, Smoga dibaca dan dperbaiki sgala System Bug, error, Dan gagal saat mengakses ini aplikasi... ujung"" nya Antrian panjang"" dan dsuruh ke kantor trdekat Kocak.";1;Negative
aplikasi yang tidak jelas, bikin ribet aja, kalau buat aplikasi itu pikir matang2 jangan asal-asalan, diketawain sama orang luar;1;Negative
membantu;5;Positive
ribet;1;Negative
Ok;5;Positive
terimakasih dengan adanya aplikasi ini memudahkan saya untuk mengisi SPT Tampa harus ke kantor pajak;5;Positive
payah;1;Negative
selalu mudah dalam proses;5;Positive
kenapa mau daftar pajak gini amat dulu pakai djp online mudah yang penting punya efin sekarang kesini GK bisa ubah data email dan no hp sedangkan lupa sandi GK bisa KLO bukan email yg terdaftar .. gmn kita mau lapor pajak... cm org pajak yang bisa kita harus kesana buat ubah email dan no hp.. butuh waktu kan. tolonglah kasih kemudahan buat yg mau lapor pajak. banyak yang org tua pada GK bisa lapor.. mereka minta tolong jg GK bisa.. terkendala data tidak sama email no hp...;4;Positive
gini amat sih mau laporan aja ribetnya minta ampun atau memang di sengaja di buat susah seperti ini tinggal aktivasi aja susahnya minta ampun;1;Negative
teruntuk bagian pengembang, ini kurang bayaran, kurang skill, atau kurang tidur?;3;Neutral
ribet aplikasi gak jelas gagal terus tidak ada solusinya;1;Negative
HADUHHH MAU LOGIN HRUS BTUH EFFORT LEBIH TAPI GAK BISA JUGA TERLOGIN, TOLONG JANGAN DIPERSULITTTT GINI DONG👎;1;Negative
ini gmna ya saya ngisi dari tadi eror trus semua eror ngabisin pulsa lain kali klo bikin apk yg bner dikit heran data udah bener eror tros;1;Negative
gak jelas ini;1;Negative
punya negara aja kaya mash eror;1;Negative
kok ngk bisa di update ya;1;Negative
parah, gak guna, crash,lemot,semua minus ada di sini;1;Negative
aplikasi jelek, susah untuk verifikasi;1;Negative
Baik membantu;5;Positive
app y ngak guna . atau emang di sengaja buat app bug ngak bisa masuk aktivasiii .orang mau bayar susah amat dah;1;Negative
bagus;5;Positive
bayar pajak buat mau dikorupsi aja ribet nya bukan maen;1;Negative
bukan nya mudah ,malah jadi ribet;1;Negative
login masuk link terus eror, tolong perbaikilah sistemnya, kudet sekali sistem publik satu ini;1;Negative
Payah banget. Udah aja gausah ada aplikasi sama website. Biar semua orang bayar pajaknya ke kantor. 👍;1;Negative
ga bisa login udah berminggu-minggu,ga bisa bikin aplikasi yang bagus kah ,orang disuruh taat pajak tapi aplikasi nya ga mendukung ,ngabisin anggaran aja;1;Negative
aplikasi gak jelas udah download gak bisa di gunakan tolong dong di perbaiki mau lapor SPT aja ga ada jalurnya. pesan saya tolong di perbaiki.trmaksih saya menghargai hasil kinerja anda tapi ga berguna.;1;Negative
tidak berguna dihandphone;1;Negative
aplikasi cacat;1;Negative
okesiap;4;Positive
APLIKASI INI PENIPU 8JT SAYA,SENGAJA KASIH 🌟 5 BIAR KELIATAN;5;Positive
mau bikin NPWP aja di persulit , sumpah gak jelas banget;1;Negative
apk nya sangat membantu masyarakat dan sangat bagus, sangat mudah sekali, klo aku rate dari 1-10 ku kasih -99 sangking bagusnya👏🏻;1;Negative
mau aktivin coretax susah banget, ribet gagal mulu bisa dipermudah gak si;2;Negative
aplikasih ini sangat bagus dan membantu dengan keperluan saya yang menyakut dengan pajak;5;Positive
good;5;Positive
sulit nya minta ampun;1;Negative
baik;5;Positive
aplikasi nya sumpah payah bgt. diperbaiki lah min pajak bkn dikit loh masak aplikasi kayak anak tk;1;Negative
Aplikasi jelek, data udah sesuai tapi gak bisa dikirim.;1;Negative
susah banget loginnya. data sudah sesuai tp gak bisa.;1;Negative
mau masuk malah halaman tidak berfungsi. bikin bingung apkikasi ini;1;Negative
ada nya aplikasi ini jadi semuanya lebih mudah;5;Positive
Jelek selalu gagal login, error tidak jelas, bahasanya juga teknis sekali. orang non pajak kesulitan akses. ID pengguna tulis saja NIK, seperti ini saja dipersulit.;1;Negative
ko susah sih masupnya.dipermudah dong bagi yg sudah terdaftar harusnya masup otomatis;1;Negative
aplikasi pemerintahan masih butuh pulsa aja untuk aktivasi !!! jaman sekarang pulsa itu ngga terlalu dibutuhkan kecuali kouta !! tolong dong upgrade pemahamannya lagi !!!;1;Negative
sangat membantu memantau pajak hanya saja kurang saat penggunaannya;3;Neutral
IT nya kuliah lagi eh jangan balik SD aja buat aplikasi ga jelas amat;1;Negative
sepertinya aplikasi penipuan, digunakan untuk mengelabui korban dengan dalih aktivasi gagal, padahal aplikasi sudah dirancang seperti itu. masa anggota pajak mau repot repot telpon dan pandu, gak langsung suruh kekantor saja;1;Negative
mohon dimudahkan next nya. untuk lapor SPT tahunan. supaya tidak perlu lagi datang ke KPP . buat semudah mungkin lah. mohon dibantu. TERIMAKASIH RESPON NYA.;1;Negative
aplikasi bermasalah login di arahkan ke website dari aplikasi, setelah ngisi id dan password selesai, otomatis membuka kembali aplikasi. tetap gak login, di coba login lagi tetap gitu-gitu aja. mahal-mahal bikin aplikasi, dananya di korupsi ya? anggaran Rp1,2 triliun hingga Rp1,39 triliun, seburuk ini hasilnya. sering eror, server down.;1;Negative
ini produk negara niat gak sih??? aplikasinya aja amburadur gini, payah kali, padahal penting, dan sekelas negara bisanya bikin aplikasi djp kayak gini?;1;Negative
pertama, aktivasi sulit. kedua, berhasil log-in apk menggunakan pw yg dikirim tapi saat ingin mencoba 'lapor spt' ternyata sedang under maintenance lalu saya mencoba melalui web tapi saat mencoba membuka melalui web, selalu gagal karena username dan pw salah ketiga, saat mencoba lupa sandi , email/nomor selalu salah pdhal sudah sesuai seperti awal aktivasi. kita yg membayar pajak kita laporan dan dipersulit. buat apa apk ini kalau ujung-ujungnya ke kantor pajak?;1;Negative
GUWOBLOK YG BIKIN WEB SAMA APLIKASI GA MEMUDAHKAN MALAH BIKIN SUSAH ORG, GA HERAN KALO BANYAK NARASI STOP BAYAR PAJAK;1;Negative
aplikasi gak guna malah mempersulit;1;Negative
minta pajak gerecep, giliran niat lapor, akses apk dh hampir gila.masa kalah sm swasta;1;Negative
